股票名称,代码,今开,最高,最低,成交量,涨停,内盘,成交额,委比,流通市值,市盈率,每股收益,总股本,昨收,换手率,跌停,外盘,振幅,量比,总市值,高净率,每股净资产,流通股本
 科士达,2518,7.77,7.92,7.75, 3.51万手,8.61, 1.52万手, 2744.53万,18.67%, 43.42亿,27.23,0.07, 5.89亿,7.83,0.63%, non, 1.99万手,2.17%,1.22, 46.14亿,2,3.92, 5.54亿
 老板电器,2508,25.42,26.37,25.3, 11.04万手,27.89, 4.15万手, 2.87亿,-39.99%, 244.66亿,20.57,0.32, 9.49亿,25.35,1.18%, non, 6.89万手,4.22%,3.19, 248.46亿,4.45,5.88, 9.35亿
 涪陵榨菜,2507,26.1,27.1,25.92, 10.83万手,28.89, 5.17万手, 2.87亿,-18.95%, 204.27亿,34.23,0.39, 7.89亿,26.26,1.40%, non, 5.66万手,4.49%,2.95, 208.94亿,9.88,2.68, 7.72亿
 弘高创意,2504,4.85,4.88,4.7, 19.50万手,5.34, 11.23万手, 9290.42万,-94.94%, 19.86亿, --,-0.06, 10.26亿,4.85,4.71%, non, 8.28万手,3.71%,1.6, 49.14亿,5.59,0.86, 4.15亿
 搜于特,2503,3.38,3.39,3.33, 6.01万手,3.72, 3.07万手, 2014.25万,-14.44%, 65.66亿,16.45,0.05, 30.93亿,3.38,0.31%, non, 2.94万手,1.78%,0.51, 103.91亿,1.82,1.85, 19.54亿
 旷达科技,2516,3.73,3.79,3.7, 5.64万手,4.13, 2.89万手, 2111.81万,-71.04%, 35.57亿,20.06,0.05, 15.02亿,3.75,0.60%, non, 2.75万手,2.40%,0.21, 56.64亿,1.37,2.75, 9.44亿
 海源机械,2529,9.6,9.72,9.4, 4.40万手,10.56, 2.35万手, 4190.47万,25.65%, 19.30亿,23.87,0.1, 2.60亿,9.6,2.20%, non, 2.05万手,3.33%,1.85, 25.09亿,1.57,6.13, 2.00亿
 中顺洁柔,2511,8.09,8.34,8.07, 6.49万手,8.97, 3.08万手, 5346.93万,20.20%, 103.18亿,26.46,0.16, 12.88亿,8.15,0.52%, non, 3.42万手,3.31%,2, 105.72亿,3.32,2.47, 12.57亿
 天广中茂,2509,2.82,2.83,2.76, 33.79万手,3.09, 17.36万手, 9405.55万,9.99%, 45.57亿,31.87,0.02, 24.92亿,2.81,2.05%, non, 16.43万手,2.49%,2.36, 69.04亿,1.35,2.05, 16.45亿
 科林环保,2499,10.73,11.1,10.66, 1.44万手,12.1, 7014手, 1582.51万,13.86%, 18.05亿,20.71,0.13, 1.89亿,11,0.88%, non, 7367手,4.00%,0.09, 20.90亿,2.72,4.06, 1.63亿
 汉缆股份,2498,2.24,2.27,2.23, 4.08万手,2.46, 1.12万手, 918.75万,-3.51%, 75.50亿,46.96,0.01, 33.27亿,2.24,0.12%, non, 2.96万手,1.79%,0.34, 75.52亿,1.62,1.4, 33.26亿
 辉丰股份,2496,2.5,2.64,2.49, 21.01万手,2.75, 9.63万手, 5384.56万,11.60%, 24.15亿,7.68,0.08, 15.07亿,2.5,2.22%, non, 11.38万手,6.00%,0.58, 38.44亿,0.98,2.59, 9.47亿
 雅化集团,2497,9.38,9.4,9.21, 14.52万手,10.29, 8.08万手, 1.35亿,-28.89%, 76.76亿,41.84,0.06, 9.60亿,9.35,1.77%, non, 6.45万手,2.03%,1.72, 89.57亿,3.48,2.68, 8.23亿
 蓝丰生化,2513,6.72,6.74,6.63, 1.01万手,7.35, 4725手, 673.71万,-5.18%, 17.10亿,21.24,0.08, 3.40亿,6.68,0.40%, non, 5340手,1.65%,0.25, 22.85亿,0.89,7.53, 2.54亿
 利源精制,2501,3.99,4.01,3.91, 21.49万手,4.39, 11.82万手, 8485.23万,23.15%, 39.42亿,11.36,0.09, 12.15亿,3.99,2.15%, non, 9.67万手,2.51%,1.07, 47.86亿,0.59,6.67, 10.01亿
 荣盛石化,2493,11.69,11.95,11.65, 14.25万手,12.82, 8.04万手, 1.68亿,-29.55%, 600.23亿,28.95,0.17, 62.91亿,11.65,0.28%, non, 6.20万手,2.58%,1.67, 736.69亿,3.01,3.89, 51.26亿
 大康农业,2505,1.89,1.95,1.88, 27.24万手,2.09, 8.96万手, 5240.87万,-43.77%, 105.85亿,143.09,0, 54.85亿,1.9,0.50%, non, 18.28万手,3.68%,1.15, 105.87亿,1.92,1.01, 54.85亿
 华斯股份,2494,6.47,6.55,6.44, 2.61万手,7.12, 1.43万手, 1694.05万,-32.18%, 19.18亿,243.28,0.01, 3.86亿,6.47,0.88%, non, 1.18万手,1.70%,0.15, 25.06亿,1.31,4.96, 2.95亿
 通鼎互联,2491,9.88,9.97,9.77, 5.20万手,10.88, 2.98万手, 5129.91万,-50.65%, 117.26亿,20.27,0.12, 12.62亿,9.89,0.44%, non, 2.22万手,2.02%,0.53, 124.64亿,2.63,3.75, 11.87亿
 浙江永强,2489,3.22,3.22,3.17, 5.19万手,3.54, 3.03万手, 1659.86万,30.45%, 60.04亿,60.96,0.01, 21.76亿,3.22,0.28%, non, 2.16万手,1.55%,0.23, 69.62亿,2.14,1.49, 18.76亿
 骅威文化,2502,--, --, --, --,6.35, --, --, --, 33.68亿,200.76,0.01, 8.60亿,5.77, --, non, --, --, --, 49.61亿,1.44,4.02, 5.84亿
 山西证券,2500,6.31,6.35,6.28, 11.36万手,6.95, 5.25万手, 7175.13万,16.44%, 178.49亿,80.93,0.03, 28.29亿,6.32,0.40%, non, 6.11万手,1.11%,0.52, 178.49亿,1.45,4.37, 28.29亿
 嘉麟杰,2486,3.43,3.47,3.41, 3.48万手,3.76, 1.62万手, 1194.32万,-3.17%, 28.18亿, --,-0.02, 8.32亿,3.42,0.42%, non, 1.86万手,1.75%,0.07, 28.62亿,3.06,1.13, 8.19亿
 佳隆股份,2495,2.98,3,2.97, 2.15万手,3.3, 1.41万手, 640.64万,-0.14%, 20.39亿,62.23,0.01, 9.36亿,3,0.31%, non, 7409手,1.00%,0.03, 27.98亿,2.44,1.23, 6.82亿
 江海股份,2484,6.45,6.48,6.31, 4.55万手,7.16, 2.54万手, 2900.08万,-34.21%, 48.67亿,39.27,0.04, 8.15亿,6.51,0.60%, non, 2.00万手,2.61%,1.46, 52.17亿,1.66,3.86, 7.60亿
 希努尔,2485,--, --, --, --,15.64, --, --, --, 77.36亿, --,-0.03, 5.44亿,14.22, --, non, --, --, --, 77.36亿,2.27,6.26, 5.44亿
 广田集团,2482,6.01,6.16,6.01, 4.51万手,6.69, 2.30万手, 2755.75万,-55.04%, 79.96亿,32.32,0.05, 15.37亿,6.08,0.34%, non, 2.21万手,2.47%,0.33, 93.62亿,1.39,4.39, 13.13亿
 新筑股份,2480,7.43,7.66,7.43, 4.76万手,8.27, 2.49万手, 3593.34万,-43.41%, 48.55亿,248.62,0.01, 6.56亿,7.52,0.74%, non, 2.26万手,3.06%,0.79, 49.83亿,2.13,3.58, 6.39亿
 协鑫集成,2506,4.69,4.78,4.67, 15.39万手,5.17, 6.94万手, 7246.12万,-41.09%, 118.86亿, --,-0.03, 50.62亿,4.7,0.61%, non, 8.44万手,2.34%,0.4, 238.44亿,5.86,0.8, 25.24亿
 山东墨龙,2490,4.96,5.01,4.87, 12.63万手,5.52, 7.13万手, 6212.62万,30.79%, 14.18亿,60.13,0.04, 7.98亿,5.02,4.37%, non, 5.49万手,2.79%,0.32, 39.17亿,2.06,2.39, 2.89亿
 富春环保,2479,5.55,5.55,5.42, 6.68万手,6.14, 3.85万手, 3663.90万,5.38%, 43.89亿,20.35,0.14, 8.94亿,5.58,0.84%, non, 2.83万手,2.33%,2.32, 49.35亿,1.33,4.14, 7.95亿
 常宝股份,2478,4.77,4.78,4.7, 1.54万手,5.23, 9932手, 727.77万,33.24%, 28.89亿,24.81,0.05, 9.87亿,4.75,0.25%, non, 5458手,1.68%,0.34, 46.80亿,1.26,3.77, 6.09亿
 宝莫股份,2476,4.81,4.86,4.73, 12.47万手,5.39, 7.80万手, 5979.91万,38.96%, 27.82亿, --,-0.02, 6.12亿,4.9,2.14%, non, 4.68万手,2.65%,0.24, 29.25亿,3,1.59, 5.82亿
 雏鹰农牧,2477,--, --, --, --,3.62, --, --, --, 65.46亿,7.22,0.11, 31.35亿,3.29, --, non, --, --, --, 103.15亿,1.94,1.7, 19.90亿
 恒基达鑫,2492,6.08,6.41,6.08, 8.45万手,6.75, 4.06万手, 5279.98万,-35.99%, 25.04亿,58.08,0.03, 4.05亿,6.14,2.12%, non, 4.39万手,5.37%,1.85, 25.47亿,2.09,3.01, 3.98亿
 润邦股份,2483,4.34,4.5,4.33, 1.98万手,4.77, 8586手, 875.55万,-71.95%, 25.58亿,25.87,0.04, 6.72亿,4.34,0.34%, non, 1.12万手,3.92%,0.49, 29.92亿,1.2,3.71, 5.75亿
 金固股份,2488,10.96,11.46,10.96, 9.17万手,12.02, 4.13万手, 1.03亿,-29.46%, 58.53亿,52.67,0.05, 6.74亿,10.93,1.79%, non, 5.05万手,4.57%,0.7, 77.05亿,1.85,6.17, 5.12亿
 榕基软件,2474,7.77,7.83,7.65, 6.92万手,8.57, 3.59万手, 5357.68万,8.86%, 36.59亿,83.24,0.02, 6.22亿,7.79,1.47%, non, 3.33万手,2.31%,0.3, 48.53亿,3.37,2.31, 4.69亿
 双塔食品,2481,3.51,3.6,3.51, 8.78万手,3.88, 3.69万手, 3119.96万,0.01%, 40.24亿,19.15,0.05, 12.63亿,3.53,0.78%, non, 5.09万手,2.55%,0.42, 45.10亿,1.72,2.08, 11.27亿
 金正大,2470,6.99,7.18,6.93, 13.11万手,7.77, 6.82万手, 9278.57万,23.56%, 182.56亿,10.52,0.17, 31.58亿,7.06,0.51%, non, 6.29万手,3.54%,0.74, 222.94亿,2.24,3.15, 25.86亿
 三维工程,2469,4.44,4.48,4.39, 2.90万手,4.92, 1.55万手, 1282.70万,15.43%, 20.53亿,39.26,0.06, 5.03亿,4.47,0.63%, non, 1.35万手,2.01%,0.45, 22.29亿,1.87,2.37, 4.63亿
 天齐锂业,2466,40.43,40.95,40.01, 11.35万手,44.34, 5.53万手, 4.60亿,69.79%, 459.96亿,17.53,0.58, 11.42亿,40.31,1.00%, non, 5.82万手,2.33%,0.53, 462.99亿,5.01,8.09, 11.35亿
 二六三,2467,5.37,5.44,5.33, 4.48万手,5.92, 1.93万手, 2410.38万,-47.56%, 33.97亿,76.53,0.02, 7.87亿,5.38,0.71%, non, 2.55万手,2.04%,0.36, 42.52亿,2.34,2.3, 6.29亿
 立讯精密,2475,18.55,18.74,18.15, 14.08万手,20.46, 7.41万手, 2.60亿,51.29%, 761.26亿,57.37,0.1, 41.25亿,18.6,0.34%, non, 6.67万手,3.17%,1.1, 763.92亿,4.39,4.22, 41.10亿
 沪电股份,2463,4.78,4.86,4.71, 24.02万手,5.24, 9.88万手, 1.15亿,-31.23%, 80.50亿,29.45,0.04, 17.19亿,4.76,1.44%, non, 14.15万手,3.15%,1.11, 82.68亿,2.26,2.13, 16.74亿
 *ST圣莱,2473,5.7,5.9,5.7, 3514手,6.03, 1783手, 203.99万,-66.62%, 9.33亿, --,-0.05, 1.60亿,5.74,0.22%, non, 1730手,3.48%,0.25, 9.33亿,3.39,1.72, 1.60亿
 大金重工,2487,3.85,3.92,3.83, 1.59万手,4.27, 8797手, 617.90万,-58.78%, 21.01亿,67.47,0.01, 5.52亿,3.88,0.30%, non, 7150手,2.32%,0.31, 21.48亿,1.23,3.17, 5.40亿
 嘉事堂,2462,19.53,19.88,19.47, 1.10万手,21.48, 5373手, 2166.50万,3.64%, 49.07亿,13.3,0.74, 2.51亿,19.53,0.44%, non, 5638手,2.10%,0.67, 49.30亿,2.09,9.4, 2.49亿
 中超控股,2471,3.25,3.27,3.23, 3.86万手,3.59, 2.33万手, 1254.93万,-8.57%, 40.85亿,25.47,0.06, 12.68亿,3.26,0.31%, non, 1.53万手,1.23%,0.34, 41.21亿,2.21,1.47, 12.57亿
 赣锋锂业,2460,31.7,32.34,31.64, 20.91万手,35, 10.36万手, 6.69亿,37.57%, 251.97亿,24.92,0.48, 11.15亿,31.82,2.66%, non, 10.56万手,2.20%,0.84, 357.21亿,5.81,5.52, 7.86亿
 益生股份,2458,18.64,19.56,18.54, 10.12万手,20.24, 4.47万手, 1.93亿,-10.88%, 33.60亿,152.08,0.03, 3.37亿,18.4,5.75%, non, 5.65万手,5.54%,3.19, 64.47亿,5.27,3.63, 1.76亿
 欧菲科技,2456,16.92,17.22,16.88, 23.36万手,18.88, 11.74万手, 3.99亿,-68.46%, 456.07亿,31.32,0.27, 27.14亿,17.16,0.88%, non, 11.61万手,1.98%,1.58, 465.80亿,4.78,3.59, 26.58亿
 双环传动,2472,7.35,7.45,7.29, 1.82万手,8.1, 9369手, 1341.36万,-37.18%, 40.40亿,22.9,0.08, 6.87亿,7.36,0.33%, non, 8876手,2.17%,0.31, 50.87亿,1.59,4.67, 5.45亿
 申通快递,2468,15.95,16.21,15.9, 4.90万手,17.62, 2.94万手, 7843.28万,-18.45%, 53.15亿,16.22,0.25, 15.31亿,16.02,1.48%, non, 1.96万手,1.94%,0.23, 245.23亿,3.44,4.66, 3.32亿
 百川股份,2455,5.89,5.95,5.78, 3.18万手,6.5, 1.94万手, 1861.69万,-9.01%, 18.51亿,32.33,0.05, 5.17亿,5.91,1.01%, non, 1.24万手,2.88%,0.28, 30.29亿,2.25,2.61, 3.16亿
 青龙管业,2457,8,8.2,7.93, 8.52万手,8.91, 4.77万手, 6871.77万,-6.21%, 23.84亿, --,-0.03, 3.35亿,8.1,2.90%, non, 3.75万手,3.33%,1.06, 27.17亿,1.51,5.37, 2.94亿
 长高集团,2452,4.04,4.05,3.98, 7997手,4.43, 5020手, 320.39万,-0.34%, 14.84亿, --,-0.03, 5.29亿,4.03,0.22%, non, 2977手,1.74%,0.19, 21.23亿,1.57,2.56, 3.70亿
 众应互联,2464,9.64,10.08,9.5, 29.82万手,10.58, 14.86万手, 2.92亿,54.95%, 27.44亿,12.87,0.26, 3.26亿,9.62,10.53%, non, 14.96万手,6.03%,16.69, 31.60亿,1.58,6.15, 2.83亿
 摩恩电气,2451,7.33,7.41,7.07, 11.27万手,7.93, 6.49万手, 8121.97万,28.95%, 29.61亿,67.4,0.03, 4.39亿,7.21,2.73%, non, 4.79万手,4.72%,2.1, 31.49亿,4.74,1.51, 4.13亿
 珠江啤酒,2461,4.77,4.8,4.74, 3.58万手,5.26, 1.93万手, 1708.29万,-19.39%, 65.30亿,148.74,0.02, 22.13亿,4.78,0.26%, non, 1.65万手,1.26%,0.51, 106.24亿,0.67,7.2, 13.60亿
 天业通联,2459,--, --, --, --,13.24, --, --, --, 46.59亿,370.8,0.01, 3.89亿,12.04, --, non, --, --, --, 46.80亿,3.7,3.25, 3.87亿
 国星光电,2449,11.01,11.17,10.98, 3.60万手,12.09, 1.63万手, 4000.47万,-50.72%, 67.62亿,21.41,0.17, 6.18亿,10.99,0.59%, non, 1.98万手,1.73%,0.27, 68.84亿,1.63,6.81, 6.08亿
 海格通信,2465,8.27,8.42,8.24, 13.75万手,9.05, 6.41万手, 1.14亿,-56.68%, 162.24亿,180.39,0.01, 23.07亿,8.23,0.71%, non, 7.33万手,2.19%,0.55, 192.63亿,2.36,3.54, 19.43亿
 中原内配,2448,6.57,6.6,6.54, 1.13万手,7.26, 7361手, 745.50万,-27.21%, 30.22亿,20.17,0.08, 6.07亿,6.6,0.25%, non, 3984手,0.91%,0.1, 39.99亿,1.64,4.03, 4.59亿
 金洲管道,2443,6.89,7.36,6.82, 6.62万手,7.58, 2.81万手, 4708.64万,-85.48%, 36.44亿,97.29,0.02, 5.21亿,6.89,1.32%, non, 3.81万手,7.84%,0.2, 37.69亿,1.76,4.11, 5.03亿
 松芝股份,2454,5.22,5.26,5.19, 1.99万手,5.78, 1.33万手, 1040.20万,0.57%, 32.38亿,21.06,0.09, 6.32亿,5.25,0.32%, non, 6634手,1.33%,0.34, 33.19亿,0.7,7.49, 6.17亿
 众业达,2441,7.17,7.18,7.1, 1.52万手,7.88, 8433手, 1090.23万,-25.99%, 28.10亿,15.68,0.11, 5.45亿,7.16,0.39%, non, 6811手,1.12%,0.53, 39.06亿,1.07,6.69, 3.92亿
 龙星化工,2442,10.75,10.75,10.54, 4552手,11.83, 3352手, 483.49万,-11.84%, 40.20亿,39.88,0.07, 4.80亿,10.75,0.12%, non, 1200手,1.95%,0.18, 50.88亿,4.37,2.43, 3.79亿
 闰土股份,2440,10.54,10.69,10.4, 8.06万手,11.52, 3.31万手, 8522.43万,-47.49%, 97.72亿,9.93,0.4, 11.51亿,10.47,0.87%, non, 4.76万手,2.77%,0.61, 121.72亿,1.11,9.53, 9.24亿
 启明星辰,2439,17.15,17.6,17.05, 12.94万手,18.88, 5.84万手, 2.25亿,-2.86%, 102.51亿,336.95,0.03, 8.97亿,17.16,2.21%, non, 7.09万手,3.21%,0.64, 157.01亿,5.09,3.44, 5.85亿
 康得新,2450,--, --, --, --,18.79, --, --, --, 493.65亿,21.12,0.2, 35.39亿,17.08, --, non, --, --, --, 604.39亿,3.22,5.3, 28.90亿
 华软科技,2453,5.49,5.56,5.44, 1.35万手,6.09, 7597手, 739.00万,4.24%, 30.32亿,172.41,0.01, 5.71亿,5.54,0.24%, non, 5854手,2.17%,0.1, 31.54亿,3.57,1.54, 5.49亿
 江苏神通,2438,6.58,6.85,6.52, 3.66万手,7.17, 2.06万手, 2434.01万,-29.97%, 24.44亿,39.72,0.08, 4.86亿,6.52,0.99%, non, 1.60万手,5.06%,0.79, 31.96亿,1.82,3.61, 3.71亿
 兴森科技,2436,--, --, --, --,4.72, --, --, --, 51.43亿,33.22,0.06, 14.88亿,4.29, --, non, --, --, --, 63.83亿,2.62,1.64, 11.99亿
 长江润发,2435,7.76,7.79,7.69, 8268手,8.5, 4256手, 639.39万,-55.55%, 24.05亿,20.35,0.16, 8.34亿,7.73,0.26%, non, 4012手,1.29%,0.28, 64.24亿,0.7,11.01, 3.12亿
 太安堂,2433,5.94,6.02,5.92, 5.59万手,6.56, 2.63万手, 3339.58万,-5.88%, 41.42亿,20.68,0.07, 7.69亿,5.96,0.81%, non, 2.96万手,1.68%,0.45, 46.06亿,0.93,6.46, 6.92亿
 巨星科技,2444,9.94,9.96,9.84, 4.50万手,10.91, 1.79万手, 4458.36万,-23.92%, 100.38亿,22.89,0.11, 10.75亿,9.92,0.45%, non, 2.71万手,1.21%,0.4, 106.66亿,1.76,5.62, 10.12亿
 兆驰股份,2429,2.47,2.49,2.44, 16.18万手,2.74, 9.09万手, 3987.47万,-2.71%, 98.53亿,16.8,0.04, 45.27亿,2.49,0.41%, non, 7.09万手,2.01%,0.9, 112.27亿,1.34,1.85, 39.73亿
 杭氧股份,2430,12.86,13.23,12.86, 5.63万手,14.41, 2.85万手, 7335.90万,48.72%, 107.87亿,20.02,0.16, 9.65亿,13.1,0.68%, non, 2.78万手,2.82%,0.57, 125.40亿,2.62,4.95, 8.30亿
 云南锗业,2428,7.29,7.31,7.19, 8.19万手,7.99, 4.00万手, 5942.23万,-28.25%, 46.96亿,704.71,0, 6.53亿,7.26,1.27%, non, 4.19万手,1.65%,0.8, 47.61亿,3.21,2.27, 6.44亿
 胜利精密,2426,3.69,3.74,3.65, 10.03万手,4.06, 3.90万手, 3702.65万,-13.13%, 77.48亿,20.8,0.04, 34.42亿,3.69,0.48%, non, 6.12万手,2.44%,0.37, 127.68亿,1.42,2.61, 20.88亿
 誉衡药业,2437,--, --, --, --,6.81, --, --, --, 134.14亿,30.11,0.1, 21.98亿,6.19, --, non, --, --, --, 136.06亿,3.11,1.99, 21.67亿
 万里扬,2434,9.38,9.65,9.35, 11.36万手,10.42, 5.76万手, 1.08亿,-13.50%, 98.24亿,24.87,0.1, 13.50亿,9.47,1.11%, non, 5.60万手,3.17%,2.67, 130.14亿,2.09,4.61, 10.19亿
 九安医疗,2432,6.79,6.91,6.7, 3.57万手,7.48, 1.89万手, 2437.36万,-52.96%, 29.52亿, --,-0.06, 4.33亿,6.8,0.83%, non, 1.68万手,3.09%,0.39, 29.52亿,1.99,3.43, 4.33亿
 中原特钢,2423,10.51,10.58,10.36, 3.76万手,11.63, 2.44万手, 3936.63万,-4.97%, 52.56亿, --,-0.07, 5.03亿,10.57,0.75%, non, 1.33万手,2.08%,1.42, 52.56亿,3.41,3.06, 5.03亿
 科伦药业,2422,28.28,29.66,28.21, 9.89万手,31.08, 4.80万手, 2.88亿,-85.96%, 299.41亿,27.31,0.27, 14.40亿,28.25,0.96%, non, 5.09万手,5.13%,1.85, 418.61亿,3.45,8.42, 10.30亿
 毅昌股份,2420,4.2,4.34,4.2, 6.91万手,4.6, 3.75万手, 2948.90万,35.00%, 16.73亿,256.16,0, 4.01亿,4.18,1.77%, non, 3.17万手,3.35%,1.31, 17.12亿,1.45,2.95, 3.92亿
 盛路通信,2446,6.68,6.73,6.58, 4.05万手,7.3, 2.01万手, 2694.76万,-20.47%, 28.51亿,21.28,0.08, 7.62亿,6.64,0.95%, non, 2.03万手,2.26%,1.33, 51.21亿,1.98,3.39, 4.24亿
 达实智能,2421,3.8,3.82,3.76, 4.98万手,4.18, 2.76万手, 1889.02万,-30.57%, 56.54亿,50.51,0.02, 19.02亿,3.8,0.33%, non, 2.22万手,1.58%,0.1, 72.28亿,2.34,1.62, 14.88亿
 中南文化,2445,--, --, --, --,5.43, --, --, --, 64.17亿,41.87,0.05, 14.11亿,4.94, --, non, --, --, --, 69.68亿,0.93,5.28, 12.99亿
 康盛股份,2418,3.23,3.28,3.21, 14.18万手,3.59, 7.93万手, 4610.12万,18.25%, 32.82亿,70.77,0.01, 11.36亿,3.26,1.41%, non, 6.26万手,2.15%,1.04, 37.16亿,1.64,1.99, 10.04亿
 贵州百灵,2424,10.09,10.34,10.03, 4.25万手,11.08, 1.79万手, 4347.36万,-35.02%, 75.36亿,24.4,0.11, 14.11亿,10.07,0.58%, non, 2.46万手,3.08%,0.76, 145.35亿,4.07,2.53, 7.32亿
 棕榈股份,2431,--, --, --, --,7.38, --, --, --, 84.27亿,482.73,0, 14.87亿,6.71, --, non, --, --, --, 99.78亿,1.82,3.69, 12.56亿
 *ST尤夫,2427,6.58,6.79,6.5, 3.89万手,6.9, 1.92万手, 2574.98万,-72.73%, 25.73亿,40.52,0.04, 3.98亿,6.57,1.01%, non, 1.97万手,4.41%,0.57, 26.64亿,1.46,4.57, 3.85亿
 高德红外,2414,15.59,15.64,15.15, 3.36万手,17.15, 2.01万手, 5152.59万,4.93%, 73.61亿,1464.22,0, 6.24亿,15.59,0.71%, non, 1.35万手,3.14%,1.38, 96.51亿,3.01,5.13, 4.76亿
 必康股份,2411,--, --, --, --,31.06, --, --, --, 83.14亿,50.11,0.14, 15.32亿,28.24, --, non, --, --, --, 432.72亿,4.65,6.07, 2.94亿
 汉森制药,2412,15.24,15.33,15.19, 3780手,16.79, 2271手, 576.51万,-54.81%, 43.73亿,31.01,0.12, 2.96亿,15.26,0.13%, non, 1508手,0.92%,0.21, 45.14亿,3.6,4.24, 2.87亿
 凯撒文化,2425,4.82,4.88,4.76, 7.23万手,5.35, 4.28万手, 3473.27万,-24.86%, 38.69亿,16.7,0.14, 8.14亿,4.86,0.90%, non, 2.95万手,2.47%,2.2, 39.14亿,1.04,4.63, 8.04亿
 雅克科技,2409,18.04,18.26,17.9, 2.29万手,19.91, 1.24万手, 4139.91万,9.28%, 33.33亿,122.79,0.05, 4.63亿,18.1,1.25%, non, 1.04万手,1.99%,2.07, 84.24亿,3.99,4.56, 1.83亿
 广联达,2410,29,29.18,28.21, 14.82万手,31.87, 8.02万手, 4.26亿,-25.61%, 251.45亿,143.17,0.05, 11.19亿,28.97,1.71%, non, 6.80万手,3.35%,2.27, 324.50亿,10.38,2.79, 8.67亿
 齐翔腾达,2408,--, --, --, --,13.51, --, --, --, 205.81亿,21.72,0.14, 17.75亿,12.28, --, non, --, --, --, 218.00亿,3.16,3.89, 16.76亿
 天虹股份,2419,11.51,11.76,11.4, 8.58万手,12.33, 3.88万手, 9933.93万,0.54%, 138.11亿,11.59,0.37, 12.00亿,11.21,0.72%, non, 4.71万手,3.21%,1.54, 138.15亿,1.46,7.9, 12.00亿
 远东传动,2406,5.6,5.66,5.59, 1.37万手,6.18, 6929手, 774.23万,-4.97%, 23.53亿,17.49,0.08, 5.61亿,5.62,0.33%, non, 6819手,1.25%,0.12, 31.70亿,1.32,4.26, 4.16亿
 四维图新,2405,18.16,18.5,17.99, 22.98万手,20.04, 12.50万手, 4.20亿,-63.13%, 189.62亿,81.84,0.06, 13.09亿,18.22,2.22%, non, 10.48万手,2.80%,1.05, 240.03亿,3.51,5.23, 10.34亿
 深南股份,2417,8.52,8.52,8.35, 8323手,9.31, 2908手, 703.45万,2.78%, 18.86亿, --,-0.05, 2.70亿,8.46,0.37%, non, 5415手,2.01%,0.19, 22.71亿,6.77,1.24, 2.24亿
 爱仕达,2403,8.63,8.7,8.62, 4335手,9.51, 1945手, 375.25万,-21.76%, 25.09亿,17.67,0.12, 3.50亿,8.65,0.15%, non, 2390手,0.92%,0.15, 30.41亿,1.37,6.34, 2.89亿
 省广集团,2400,3.11,3.17,3.1, 27.41万手,3.42, 12.15万手, 8591.05万,-6.96%, 52.36亿,17.37,0.05, 17.43亿,3.11,1.65%, non, 15.27万手,2.25%,2.85, 55.09亿,1.08,2.92, 16.57亿
 雷科防务,2413,6.36,6.41,6.24, 14.66万手,7.03, 8.27万手, 9245.78万,31.03%, 63.34亿,53.4,0.06, 11.56亿,6.39,1.45%, non, 6.39万手,2.66%,1.42, 72.57亿,1.83,3.44, 10.09亿
 爱施德,2416,5.48,5.52,5.46, 2.00万手,6.04, 5837手, 1101.28万,-44.60%, 64.76亿,18.51,0.09, 12.39亿,5.49,0.17%, non, 1.42万手,1.09%,0.2, 68.41亿,1.04,5.3, 11.73亿
 建研集团,2398,5.35,5.44,5.32, 4.28万手,5.92, 2.42万手, 2299.70万,-3.00%, 28.31亿,19.76,0.14, 6.93亿,5.38,0.81%, non, 1.85万手,2.23%,1.37, 37.35亿,0.8,6.73, 5.25亿
 嘉欣丝绸,2404,5.45,5.53,5.45, 7231手,6.02, 3869手, 397.45万,-30.47%, 22.02亿,25.52,0.05, 5.78亿,5.47,0.18%, non, 3362手,1.46%,0.11, 31.89亿,1.82,3.04, 3.99亿
 海康威视,2415,32.25,32.36,31.56, 43.52万手,35.37, 22.33万手, 13.91亿,50.34%, 2530.26亿,35.6,0.45, 92.27亿,32.15,0.55%, non, 21.19万手,2.49%,3.66, 2952.73亿,9.84,3.25, 79.07亿
 多氟多,2407,13.02,13.06,12.86, 4.23万手,14.31, 2.32万手, 5478.61万,-33.13%, 70.47亿,29.99,0.12, 7.03亿,13.01,0.78%, non, 1.91万手,1.54%,0.14, 91.27亿,2.88,4.5, 5.42亿
 星网锐捷,2396,19.25,19.78,19.25, 7.87万手,21.26, 3.42万手, 1.54亿,-16.11%, 105.16亿, --,-0.01, 5.83亿,19.33,1.47%, non, 4.44万手,2.74%,1.36, 114.85亿,3.6,5.47, 5.34亿
 双象股份,2395,12.49,12.49,11.69, 1.37万手,12.83, 8162手, 1622.00万,43.13%, 21.13亿,73.06,0.08, 1.79亿,11.66,0.76%, non, 5509手,6.86%,0.34, 21.13亿,2.49,4.75, 1.79亿
 力生制药,2393,23.61,23.9,23.6, 6054手,26.04, 2792手, 1438.42万,62.86%, 43.23亿,26.5,0.22, 1.82亿,23.67,0.33%, non, 3262手,1.27%,0.31, 43.39亿,1.39,17.11, 1.82亿
 联发股份,2394,9.79,9.86,9.77, 4582手,10.77, 2308手, 449.83万,29.70%, 31.82亿,17.74,0.14, 3.24亿,9.79,0.14%, non, 2273手,0.92%,0.11, 31.82亿,1.03,9.56, 3.24亿
